s,name
http://example.com/heritage/id/15727412w,Ancient City of Bosra
http://example.com/heritage/id/15727490w,Great Mosque and Hospital of Divriği
http://example.com/heritage/id/15728389w,Old Town of Segovia and its Aqueduct
http://example.com/heritage/id/15728409w,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy"
http://example.com/heritage/id/15728421w,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve"
http://example.com/heritage/id/15732525w,Durham Castle and Cathedral
http://example.com/heritage/id/1573530w,Nightcap National Park
http://example.com/heritage/id/157543w,Dessau-Wörlitz Garden Realm
http://example.com/heritage/id/157550w,Abbey and Altenmünster of Lorsch
http://example.com/heritage/id/157603w,Pantanal
http://example.com/heritage/id/1577600w,Hyde Park Barracks
http://example.com/heritage/id/15788327w,Church of San Andrés
http://example.com/heritage/id/157886w,Maulbronn Monastery
http://example.com/heritage/id/1579525w,St. Hripsime
http://example.com/heritage/id/1580293w,"Old Government House, Parramatta"
http://example.com/heritage/id/1580915w,Kingston and Arthurs Vale Historic Area
http://example.com/heritage/id/15813904w,La Fortaleza and San Juan National Historic Site in Puerto Rico
http://example.com/heritage/id/15813909w,Hanseatic City of Lübeck
http://example.com/heritage/id/15819677w,Trinidad and the Valley de los Ingenios
http://example.com/heritage/id/15822252w,Jüdischer Friedhof
http://example.com/heritage/id/15824602w,Kunstgewerbeschulbau
http://example.com/heritage/id/15830656w,Monticello and the University of Virginia in Charlottesville
http://example.com/heritage/id/15831671w,Renaissance Monumental Ensembles of Úbeda and Baeza
http://example.com/heritage/id/158324w,St. Michael's Church
http://example.com/heritage/id/15839097w,Nanda Devi and Valley of Flowers National Parks
http://example.com/heritage/id/15839120w,Old Town of Ávila with its Extra-Muros Churches
http://example.com/heritage/id/1584774w,Church of the Acheiropoietos
http://example.com/heritage/id/1584958w,Werrikimbe National Park
http://example.com/heritage/id/1585258w,Castrum Harenatium
http://example.com/heritage/id/1588443w,Sant Feliu de Barruera
http://example.com/heritage/id/1589509w,Santa Eulàlia d'Erill la Vall
http://example.com/heritage/id/15904183w,Liangzhu site
http://example.com/heritage/id/159070w,White City
http://example.com/heritage/id/1590899w,Maurel Frères Building
http://example.com/heritage/id/15916405w,Lingshan Islamic Cemetery
http://example.com/heritage/id/15924669w,Hierapolis-Pamukkale
http://example.com/heritage/id/15924695w,Historic Centre of Mexico City and Xochimilco
http://example.com/heritage/id/15924897w,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church"
http://example.com/heritage/id/15933552w,Australian Fossil Mammal Sites (Riversleigh / Naracoorte)
http://example.com/heritage/id/15935866w,Hongkeng Tulou Cluster
http://example.com/heritage/id/15950372w,Hôtel Dieu de Toulouse
http://example.com/heritage/id/1595417w,Sanctuary of Bom Jesus do Congonhas
http://example.com/heritage/id/15954398w,Pazo de Fondevila
http://example.com/heritage/id/15958566w,Tengréla mosque
http://example.com/heritage/id/15965460w,Historic Walled Town of Cuenca
http://example.com/heritage/id/15980181w,Cultural and Historic Ensemble of the Solovetsky Islands
http://example.com/heritage/id/16023611w,"Historic Ensemble of the Potala Palace, Lhasa"
http://example.com/heritage/id/16031521w,Lavagnone
http://example.com/heritage/id/16064866w,The Great Spa Towns of Europe
http://example.com/heritage/id/1609022w,Collegiate Church of Santa Juliana
http://example.com/heritage/id/16094363w,Uireung (Gyeongjong)
http://example.com/heritage/id/1614152w,Stevns Klint
http://example.com/heritage/id/1614748w,Arlanzón
http://example.com/heritage/id/16147548w,Bagrati Cathedral and Gelati Monastery
http://example.com/heritage/id/16159046w,Abric de Can Ximet
http://example.com/heritage/id/16159057w,Abric de Gallicant
http://example.com/heritage/id/16159066w,Abric de la serra de la Mussara
http://example.com/heritage/id/16159079w,Abric de la vall de l'Ingla
http://example.com/heritage/id/16159106w,Abrics de l'Apotecari
http://example.com/heritage/id/1618277w,Castra of Kösching
http://example.com/heritage/id/16190015w,Cova de Vallmajor
http://example.com/heritage/id/16190018w,Cova del Mançano
http://example.com/heritage/id/16190020w,Cova del Racó d'en Perdigó
http://example.com/heritage/id/16190022w,Cova dels Segarulls
http://example.com/heritage/id/16190027w,Coves d'Antona
http://example.com/heritage/id/16191687w,El Portell de les Lletres
http://example.com/heritage/id/1620833w,Historic Centres of Stralsund and Wismar
http://example.com/heritage/id/1621046w,Historic Centre of the City of Salzburg
http://example.com/heritage/id/1621200w,Tsarskoye Selo
http://example.com/heritage/id/1626365w,Monastery of Saint Simeon
http://example.com/heritage/id/1627991w,Co-cathedral of Santa María de la Redonda
http://example.com/heritage/id/162835w,Trans-Iranian Railway
http://example.com/heritage/id/1628962w,Main Range National Park
http://example.com/heritage/id/1630245w,Horton Plains National Park
http://example.com/heritage/id/1630697w,Rubena
http://example.com/heritage/id/16324987w,Aasivissuit–Nipisat
http://example.com/heritage/id/1632877w,Rock Paintings of Hua Mountain
http://example.com/heritage/id/16333721w,Historic Quarter of the Seaport City of Valparaíso
http://example.com/heritage/id/163607w,Angkor
http://example.com/heritage/id/16363480w,Studley Royal Park including the Ruins of Fountains Abbey
http://example.com/heritage/id/16363506w,Pythagoreion and Heraion of Samos
http://example.com/heritage/id/1637487w,Torrecilla sobre Alesanco
http://example.com/heritage/id/1639468w,Mount Kenya National Park
http://example.com/heritage/id/1642003w,Decorated Farmhouses of Hälsingland
http://example.com/heritage/id/16434635w,Western Tian Shan
http://example.com/heritage/id/1643787w,Castrillo del Val
http://example.com/heritage/id/1644597w,Martorana
http://example.com/heritage/id/16449586w,Palacio de Gelmírez
http://example.com/heritage/id/1646999w,Hervías
http://example.com/heritage/id/1647575w,Bañares
http://example.com/heritage/id/1647616w,Alesanco
http://example.com/heritage/id/1647948w,Lake Turkana National Parks
http://example.com/heritage/id/16482294w,"Fujisan, sacred place and source of artistic inspiration"
http://example.com/heritage/id/1648266w,Nanda Devi National Park
http://example.com/heritage/id/16488677w,Arch of Fernán González
http://example.com/heritage/id/16489697w,Biblioteca Pública del Estado en Burgos
http://example.com/heritage/id/1650229w,Church of Panagia Chalkeon
http://example.com/heritage/id/16518040w,Palacio Condestable de Pamplona
http://example.com/heritage/id/16518089w,Edificio La Agrícola
http://example.com/heritage/id/16518820w,"Church of San Agustín, Pamplona"
http://example.com/heritage/id/16522830w,Historic City of Sucre
http://example.com/heritage/id/165414w,Hedeby
http://example.com/heritage/id/16552283w,Universidad de Mercaderes y Consulado de Burgos
http://example.com/heritage/id/16552501w,Convento de las Agustinas
http://example.com/heritage/id/16564811w,estancia of Jesús María
http://example.com/heritage/id/16564814w,estancia of La Candelaría
http://example.com/heritage/id/16565564w,former convent of Saint Dominic de Guzmán
http://example.com/heritage/id/1656860w,Baqirha
http://example.com/heritage/id/16574070w,Lucone di Polpenazze
http://example.com/heritage/id/16612568w,theatre of Herculaneum
http://example.com/heritage/id/166479w,St Kilda
http://example.com/heritage/id/1668684w,Lübeck's Old City
http://example.com/heritage/id/167231w,Hildesheim Cathedral
http://example.com/heritage/id/16735627w,"Ferrara, City of the Renaissance, and its Po Delta"
http://example.com/heritage/id/16735815w,Church of the Archangels Michael and Gabriel
http://example.com/heritage/id/16735831w,Saint Parascheva Church
http://example.com/heritage/id/16743243w,Historic Centre of Oaxaca and Archaeologican de Pepito el crack
http://example.com/heritage/id/16743875w,Biertan fortified church
http://example.com/heritage/id/16744235w,Câlnic Fortress
http://example.com/heritage/id/16745669w,Prejmer fortified church
http://example.com/heritage/id/16746430w,Saschiz fortified church
http://example.com/heritage/id/16749640w,Viscri fortified church
http://example.com/heritage/id/1678694w,Kleinkastell Freimühle
http://example.com/heritage/id/16801493w,Fort bij Heemstede
http://example.com/heritage/id/1680814w,Unity Temple
http://example.com/heritage/id/1681727w,Saint Paul and Amsterdam
http://example.com/heritage/id/1683260w,Western Qing Tombs
http://example.com/heritage/id/168518w,Uruk
http://example.com/heritage/id/16886821w,Early Christian Monuments of Ravenna
http://example.com/heritage/id/16886870w,Archaeological Site of Panamá Viejo and Historic District of Panamá
http://example.com/heritage/id/16891508w,Gagron Fort
http://example.com/heritage/id/16891784w,Gough and Inaccessible Islands
http://example.com/heritage/id/16892306w,Hili Archaeological Park
http://example.com/heritage/id/16912661w,Xanthos-Letoon
http://example.com/heritage/id/16913154w,"Assisi, the Basilica of San Francesco and Other Franciscan Sites"
http://example.com/heritage/id/16914686w,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area"
http://example.com/heritage/id/16920958w,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata"
http://example.com/heritage/id/16921416w,Maritime Greenwich
http://example.com/heritage/id/16942531w,The Victorian and Art Deco Ensemble of Mumbai
http://example.com/heritage/id/16945635w,Archaeological Sites of Mycenae and Tiryns
http://example.com/heritage/id/16961872w,Kremlin and Red Square
http://example.com/heritage/id/16962666w,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex"
http://example.com/heritage/id/16963755w,Aigai
http://example.com/heritage/id/16963852w,Dong Phayayen-Khao Yai Forest Complex
http://example.com/heritage/id/16965955w,Ombilin coal mine
http://example.com/heritage/id/16988075w,Jewish Quarter and St Procopius' Basilica in Třebíč
http://example.com/heritage/id/16990w,Mount Etna
http://example.com/heritage/id/17001462w,Gaobei Village
http://example.com/heritage/id/170047w,Samarra
http://example.com/heritage/id/17013603w,Patan Museum
http://example.com/heritage/id/17029168w,Suoyang City
http://example.com/heritage/id/17029338w,Valea Viilor fortified church
http://example.com/heritage/id/17117941w,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec
http://example.com/heritage/id/17117964w,Mont-Saint-Michel and its Bay
http://example.com/heritage/id/17125919w,Ancient Building Complex in the Wudang Mountains
http://example.com/heritage/id/17132271w,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos
http://example.com/heritage/id/17132416w,Historical Complex of Split with the Palace of Diocletian
http://example.com/heritage/id/17132483w,Historic City of Trogir
http://example.com/heritage/id/17132555w,Ischigualasto / Talampaya Natural Parks
http://example.com/heritage/id/17134054w,Taung Skull Fossil Site
http://example.com/heritage/id/17134727w,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy
http://example.com/heritage/id/1713486w,Ehrenstein neolithic site
http://example.com/heritage/id/1714967w,Jægersborg Dyrehave
http://example.com/heritage/id/17163308w,Historic Centre of Urbino
http://example.com/heritage/id/17163322w,Historic Centre of Siena
http://example.com/heritage/id/171857w,Agra Fort
http://example.com/heritage/id/17209498w,Takayama-sha
http://example.com/heritage/id/17210757w,Tajima Yahei Sericulture Farm
http://example.com/heritage/id/1721075w,Kafr Nabu
http://example.com/heritage/id/17212161w,Rakan-ji
http://example.com/heritage/id/172125w,Lascaux
http://example.com/heritage/id/1721920w,New Kalabsha
http://example.com/heritage/id/1722579w,Kalota
http://example.com/heritage/id/17226685w,Kakinoshima Site
http://example.com/heritage/id/17255582w,Samarkand – Crossroad of Cultures
http://example.com/heritage/id/17255635w,Historic City of Toledo
http://example.com/heritage/id/1725740w,Monastery of Irache
http://example.com/heritage/id/172613w,Teotihuacan
http://example.com/heritage/id/17277933w,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor
http://example.com/heritage/id/17277938w,Pyu Ancient Cities
http://example.com/heritage/id/1728322w,Wadi es-Sebua
http://example.com/heritage/id/1728464w,Church of the Saviour
http://example.com/heritage/id/17296768w,The Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato
http://example.com/heritage/id/17304996w,Levuka Historical Port Town
http://example.com/heritage/id/17347087w,Inkwil BE/Bolken SO–Inkwilersee Insel
http://example.com/heritage/id/1734810w,église Saint-Étienne de Neuvy-Saint-Sépulchre
http://example.com/heritage/id/173532w,Byblos
http://example.com/heritage/id/1735350w,Castra Divitia
http://example.com/heritage/id/1736171w,Bayonne Cathedral
http://example.com/heritage/id/1736213w,Périgueux Cathedral
http://example.com/heritage/id/17374397w,Upper German-Raetian Limes
http://example.com/heritage/id/173837w,Arli National Park
http://example.com/heritage/id/1739604w,Prieuré de Saint-Avit-Sénieur
http://example.com/heritage/id/1740560w,Palace of Shaki Khans
http://example.com/heritage/id/1740567w,Kharab Shams
http://example.com/heritage/id/1740891w,San Lorenzo Marine Archipelago National Park
http://example.com/heritage/id/174139w,Iwami Ginzan Silver Mine
http://example.com/heritage/id/1741475w,Kilwa Kisiwani
http://example.com/heritage/id/1741668w,Kimpusen-ji
http://example.com/heritage/id/1742784w,"Church of Saint Catherine, Thessaloniki"
http://example.com/heritage/id/1742795w,Church of the Holy Twelve Apostles
http://example.com/heritage/id/1746863w,Castellum of Ferbach
http://example.com/heritage/id/1746897w,Castra of Werthausen
http://example.com/heritage/id/1746901w,Reckenberg Roman Watchtower
http://example.com/heritage/id/174779w,Batalha Monastery
http://example.com/heritage/id/17498501w,Tomb of Chang Yuchun
http://example.com/heritage/id/17510883w,"Fort Victoria, Bermuda"
http://example.com/heritage/id/1756286w,Gammelstad Church Town
http://example.com/heritage/id/1757628w,San Carlos de la Cabaña Fortress
