s,museum_name,country_name
26497242m,County Museum And Library (Royal Institution Of Cornwall),United Kingdom
26502127m,West Park Museum,United Kingdom
26524524m,Willis Museum,United Kingdom
26532598m,Crampton Tower,United Kingdom
26557846m,Stratford Park,United Kingdom
26582281m,Captain Cook's Schoolroom,United Kingdom
26590650m,Museum of Classic Sci-Fi,United Kingdom
26642627m,Mrs Smith's Cottage,United Kingdom
26647600m,Alexander Keiller Museum,United Kingdom
26648351m,Morgan Library,United Kingdom
26656572m,Repositioned Roman remains in The Roman Gardens,United Kingdom
26664186m,Sailors' Reading Room,United Kingdom
26664293m,Southwold Museum,United Kingdom
26671117m,The Old Fire Station,United Kingdom
26689465m,Heath Robinson Museum,United Kingdom
26847027m,Museum of Scotland,United Kingdom
27333706m,British Museum Department of Coins and Medals,United Kingdom
2747894m,Scott Polar Research Institute,United Kingdom
2748806m,Crathes Castle,United Kingdom
27943299m,Allhallows Museum,United Kingdom
27958290m,British Ironworks Centre & Shropshire Sculpture Park,United Kingdom
27964070m,Passmore Edwards Museum,United Kingdom
28070855m,Lace Guild Museum,United Kingdom
2820837m,Abbot Hall Art Gallery,United Kingdom
28232884m,Henry VII Experience at Micklegate Bar,United Kingdom
28402342m,Museum of British Surfing,United Kingdom
28403830m,Calderdale Industrial Museum,United Kingdom
28451507m,The Tetley,United Kingdom
2865427m,Corrigall Farm Museum,United Kingdom
28835991m,Brent Museum and Archives,United Kingdom
29014975m,Cromer Museum,United Kingdom
29015036m,Museum of Islay Life,United Kingdom
29016276m,Potters Bar Museum,United Kingdom
29159176m,Ashburton Museum,United Kingdom
29160297m,Savings Banks Museum,United Kingdom
29160864m,Victoria Jubilee Museum,United Kingdom
2918086m,Museum of the Home,United Kingdom
2925727m,British Golf Museum,United Kingdom
29364035m,Elstree and Borehamwood Museum,United Kingdom
29364071m,Llandudno Museum,United Kingdom
29470875m,Museum of Norwich at the Bridewell,United Kingdom
29490343m,Former County Gaol,United Kingdom
29510516m,Museum of the Scottish Shale Oil Industry,United Kingdom
29563029m,Stromness Museum,United Kingdom
29563155m,Macclesfield Silk Museum,United Kingdom
2985848m,Cressing Temple,United Kingdom
29870903m,London Transport Museum Depot,United Kingdom
29950216m,Andrew Logan Museum of Sculpture,United Kingdom
30038729m,East Surrey Museum,United Kingdom
30589073m,The Royal Mint Museum,United Kingdom
30601012m,Elgin Museum,United Kingdom
3094799m,Gallery of Modern Art,United Kingdom
3182264m,John Paul Jones Cottage Museum,United Kingdom
31939728m,Thameside Centre,United Kingdom
3303706m,McManus Gallery,United Kingdom
3313296m,Dennis Severs' House,United Kingdom
3329390m,Whipple Museum of the History of Science,United Kingdom
3329769m,Westminster Abbey Museum,United Kingdom
3403027m,Norton Priory,United Kingdom
3403972m,HM Prison Crumlin Road,United Kingdom
3404000m,Centre for Alternative Technology,United Kingdom
3511316m,Glasgow Museum of Transport,United Kingdom
3520122m,The Postal Museum,United Kingdom
3547979m,Ulster Museum,United Kingdom
3868648m,"Musical Museum, Brentford",United Kingdom
39045477m,The Etches Collection,United Kingdom
39047629m,Aston Martin Heritage Trust Museum,United Kingdom
39047643m,Thame Museum,United Kingdom
39047961m,Swinford Museum,United Kingdom
3918721m,Francis Skaryna Belarusian Library and Museum,United Kingdom
39996794m,An Iodhlann,United Kingdom
4064609m,Amora London,United Kingdom
40889239m,Museum of Barnstaple and North Devon,United Kingdom
41661713m,Glasgow Museums Resource Centre,United Kingdom
41661985m,Museum of Carpet,United Kingdom
42049m,Balmoral Castle,United Kingdom
42112067m,Court Barn Museum,United Kingdom
4249914m,Kennet & Avon Canal Museum,United Kingdom
42795476m,Royston & District Museum & Art Gallery,United Kingdom
42955740m,BD1 Gallery,United Kingdom
4306389m,The People's Story Museum,United Kingdom
4306509m,Scottish Football Museum,United Kingdom
43500467m,British Museum (Natural History). Department of Botany.,United Kingdom
43549083m,North Hertfordshire Museum,United Kingdom
43674688m,V&A Dundee,United Kingdom
4375431m,Bath Postal Museum,United Kingdom
44186380m,National Civil War Centre,United Kingdom
4526278m,Scotch Whisky Heritage Centre,United Kingdom
45318536m,Bayle Museum,United Kingdom
46347524m,Verulamium Museum,United Kingdom
465746m,American Museum and Gardens,United Kingdom
4664027m,Abbey House Museum,United Kingdom
4664048m,Abbey Pumping Station,United Kingdom
4664097m,Abbeydale Industrial Hamlet,United Kingdom
4664201m,"Abbot House, Dunfermline",United Kingdom
4666883m,Aberdeen Art Gallery,United Kingdom
4666952m,Aberdeen Maritime Museum,United Kingdom
47002203m,Penrith and Eden Museum,United Kingdom
47004817m,Royal Architectural Museum,United Kingdom
47163192m,Museum of Scottish Lighthouses,United Kingdom
4722153m,Alford Valley Railway,United Kingdom
4741361m,Amberley Museum & Heritage Centre,United Kingdom
47523086m,"Buckley Library, Museum and Gallery",United Kingdom
47529128m,Wheal Martyn,United Kingdom
4764115m,Angus Folk Museum,United Kingdom
4779287m,Apedale Heritage Centre,United Kingdom
4792583m,Armagh County Museum,United Kingdom
4796396m,Arsenal Football Club Museum,United Kingdom
4798339m,Arthur Cottage,United Kingdom
48032180m,Hunterian Museum,United Kingdom
4829273m,Avoncroft Museum of Historic Buildings,United Kingdom
4836762m,BT Museum,United Kingdom
4838843m,"Bachelors' Club, Tarbolton",United Kingdom
4862078m,Barometer World,United Kingdom
4867508m,Basing House,United Kingdom
4868887m,Bath Aqua Theatre of Glass,United Kingdom
4878608m,Beck Isle Museum,United Kingdom
4879029m,Jarrow Hall,United Kingdom
4884648m,Belper North Mill,United Kingdom
4913611m,Bilston Craft Gallery,United Kingdom
4916599m,Birmingham Assay Office,United Kingdom
4921367m,The Crime Museum,United Kingdom
4924227m,Blairs College,United Kingdom
4950957m,Bowes Railway,United Kingdom
4956083m,Bramah Tea and Coffee Museum,United Kingdom
4961884m,Bressingham Steam and Gardens,United Kingdom
4968867m,Bristol City Museum and Art Gallery,United Kingdom
4969830m,British Commercial Vehicle Museum,United Kingdom
4969927m,British Empire and Commonwealth Museum,United Kingdom
4969933m,British Engineerium,United Kingdom
4970236m,British Lawnmower Museum,United Kingdom
4972169m,Broadfield House Glass Museum,United Kingdom
5021894m,Callendar House,United Kingdom
5057254m,Cefn Coed Colliery Museum,United Kingdom
5067865m,Chain Bridge Forge Museum,United Kingdom
50810299m,Museum of the Royal Scots,United Kingdom
5086529m,Charmouth Heritage Coast Centre,United Kingdom
51030931m,Copper Kingdom,United Kingdom
5116592m,Church Farmhouse Museum,United Kingdom
5120743m,Cinema Museum,United Kingdom
5134817m,Clockmakers' Museum,United Kingdom
5142542m,Coldrum Long Barrow,United Kingdom
5149189m,Colour Experience,United Kingdom
5170562m,Corinium Museum,United Kingdom
5171822m,Cornish Mines and Engines,United Kingdom
5175487m,Cotswold Motoring Museum,United Kingdom
5179119m,Coventry Transport Museum,United Kingdom
5187495m,Crofton Roman Villa,United Kingdom
5187673m,Cromwell Museum,United Kingdom
5192381m,Cuckooland Museum,United Kingdom
5193935m,Derwent Pencil Museum,United Kingdom
5205109m,DIG: an archaeological adventure,United Kingdom
52076796m,Western Approaches Museum,United Kingdom
5210839m,Dalgarven Mill – Museum of Ayrshire Country Life and Costume,United Kingdom
5214692m,Dana Library and Research Centre,United Kingdom
5225616m,Dartford Library,United Kingdom
5273047m,Dick Institute,United Kingdom
5278637m,Dinosaur Isle,United Kingdom
5298870m,Dorset Teddy Bear Museum,United Kingdom
5313798m,Dumfries Museum,United Kingdom
5315733m,Dunster Doll Museum,United Kingdom
5316517m,Durham Heritage Centre and Museum,United Kingdom
5316587m,Durham University Oriental Museum,United Kingdom
5329181m,East Pool mine,United Kingdom
5330951m,Eastside Projects,United Kingdom
5365127m,Ellenroad Ring Mill Engine,United Kingdom
5366039m,Ellisland Farm,United Kingdom
540718m,Worcester Porcelain Museum,United Kingdom
5421422m,Explosion! Museum of Naval Firepower,United Kingdom
5433566m,Fan Museum,United Kingdom
5447366m,Fife Folk Museum,United Kingdom
5460739m,Florence Nightingale Museum,United Kingdom
5474645m,Foundling Museum,United Kingdom
55075068m,Vagina Museum,United Kingdom
55098786m,Museum of the Adjutant General's Corps,United Kingdom
5510048m,The Fusilier Museum,United Kingdom
5518971m,National Justice Museum,United Kingdom
5526303m,Gas Museum,United Kingdom
55361621m,Norfolk Museums Collections,United Kingdom
5546067m,George Waterston Memorial Centre and Museum,United Kingdom
55614052m,Hull and East Riding Museum,United Kingdom
5566347m,Gladstone Pottery Museum,United Kingdom
5568488m,Glenesk Folk Museum,United Kingdom
5569343m,Glenside Museum,United Kingdom
5584891m,Gordon Boswell Romany Museum,United Kingdom
5585284m,Gordon Highlanders Museum,United Kingdom
5593939m,Grampian Transport Museum,United Kingdom
5602684m,Green Howards Regimental Museum,United Kingdom
5604011m,Greenfield Valley Heritage Park,United Kingdom
5615830m,Guildford House,United Kingdom
5635245m,HM Prison Peterhead,United Kingdom
56379453m,Mullaghbawn Folk Museum,United Kingdom
5680826m,Hat Works,United Kingdom
5694202m,Heatherbank Museum of Social Work,United Kingdom
5738949m,British Motor Museum,United Kingdom
5758911m,Highland Museum of Childhood,United Kingdom
58211772m,National Videogame Arcade,United Kingdom
59278940m,Cockburn Geological Museum,United Kingdom
59536036m,Tunbridge Wells Museum & Art Gallery,United Kingdom
6006949m,Imperial War Museum stamp collection,United Kingdom
6034243m,Museum of Mankind,United Kingdom
6047660m,Internal Fire – Museum of Power,United Kingdom
6053221m,International Slavery Museum,United Kingdom
6071154m,Irish Republican History Museum,United Kingdom
60747409m,University of Bristol Theatre Collection,United Kingdom
60775372m,Eastleigh Museum,United Kingdom
6116147m,Jackfield Tile Museum,United Kingdom
61292111m,Guildhall Museum,United Kingdom
61457665m,Elmbridge Museum,United Kingdom
61628736m,National Museum of Antiquities of Scotland,United Kingdom
61628902m,Royal Scottish Museum,United Kingdom
61752742m,Mary Jones World,United Kingdom
6190175m,Jewry Wall Museum,United Kingdom
61931041m,Topsham Museum,United Kingdom
6223861m,John Bunyan Museum,United Kingdom
62378m,Tower of London,United Kingdom
62557109m,Grace Darling Museum,United Kingdom
6373m,British Museum,United Kingdom
6385589m,Kelham Island Museum,United Kingdom
63975492m,Down County Museum,United Kingdom
6397882m,Kew Bridge Steam Museum,United Kingdom
6411024m,King's Museum,United Kingdom
6415564m,Kirkaldy Testing Museum,United Kingdom
6415618m,Kirkcaldy Museum and Art Gallery,United Kingdom
644281m,Young V&A,United Kingdom
6478815m,Lakeland Motor Museum,United Kingdom
6481548m,Lambretta Scooter Museum,United Kingdom
64852887m,602 Squadron Museum,United Kingdom
64852895m,Aberdeenshire Farming Museum,United Kingdom
64852968m,Alford Heritage Centre,United Kingdom
6489707m,Larne Museum and Arts Centre,United Kingdom
65044482m,National Poo Museum,United Kingdom
65070283m,The Usher Gallery,United Kingdom
65082071m,Eel Pie Island Museum,United Kingdom
6508288m,Leach Pottery,United Kingdom
65091588m,Museum of Freemasonry,United Kingdom
65091772m,The Museum of the Broads,United Kingdom
65295403m,Uwchgwyrfai Heritage Centre,United Kingdom
6536803m,Lewis Loom Centre,United Kingdom
665556m,St Vigeans Sculptured Stones Museum,United Kingdom
6661487m,Llangollen Motor Museum,United Kingdom
6665837m,Locksmith's House,United Kingdom
6670434m,London Gas Museum,United Kingdom
6673237m,Long Shop Museum,United Kingdom
6720527m,M Shed,United Kingdom
6747441m,Manchester Jewish Museum,United Kingdom
6759082m,Margam Stones Museum,United Kingdom
6770967m,Markfield Beam Engine and Museum,United Kingdom
6792234m,Maud Junction railway station,United Kingdom
68029314m,Narberth Museum,United Kingdom
68044879m,Segedunum Museum,United Kingdom
6807437m,Medway megaliths,United Kingdom
6807940m,Meffan Institute,United Kingdom
6810005m,Meigle Sculptured Stone Museum,United Kingdom
682917m,Royal Artillery Museum,United Kingdom
6906490m,Montrose Museum,United Kingdom
6913335m,Morpeth Chantry Bagpipe Museum,United Kingdom
6940740m,Museum of Antiquities,United Kingdom
6940782m,"Museum of Brands, Packaging and Advertising",United Kingdom
6940801m,"Museum of Classical Archaeology, Cambridge",United Kingdom
6940881m,Museum of Immigration and Diversity,United Kingdom
6940928m,Museum of Liverpool,United Kingdom
6940933m,Museum of London Antiquities,United Kingdom
6941014m,"Museum of Science and Industry, Birmingham",United Kingdom
6941092m,Museum of the Jewellery Quarter,United Kingdom
6941110m,Museum of the Order of St John,United Kingdom
6941127m,Museum on the Mound,United Kingdom
6941532m,Shrewsbury Museum and Art Gallery,United Kingdom
6948173m,Myreton Motor Museum,United Kingdom
6974920m,National Piping Centre,United Kingdom
69789812m,Leeds Discovery Centre,United Kingdom
6979364m,"National Waterways Museum, Ellesmere Port",United Kingdom
7012302m,Leicester Museum & Art Gallery,United Kingdom
7018181m,Newhaven Heritage Museum,United Kingdom
7055701m,North Ings Farm Museum,United Kingdom
7057420m,North Woolwich Old Station Museum,United Kingdom
7059809m,Northumberland Fusiliers Museum,United Kingdom
7084073m,Old Gala House,United Kingdom
7084156m,Old Haa Museum,United Kingdom
7102962m,Orkney Wireless Museum,United Kingdom
7115257m,Oxford Bus Museum,United Kingdom
7131318m,Pankhurst Centre,United Kingdom
7133101m,Papplewick Pumping Station,United Kingdom
7157398m,The Peace Museum,United Kingdom
7165644m,People's Palace,United Kingdom
7187009m,"Phoenix Tower, Chester",United Kingdom
7198641m,Pitcairn Island Museum,United Kingdom
72011449m,Dunrobin Castle Museum,United Kingdom
7205832m,Plymouth Naval Base Museum,United Kingdom
7231754m,Porthcurno Telegraph Museum,United Kingdom
7242047m,Prestongrange Industrial Heritage Museum,United Kingdom
7326656m,Richard III Experience at Monk Bar,United Kingdom
7339711m,Roald Dahl Museum and Story Centre,United Kingdom
7349847m,Robert Smail's Printing Works,United Kingdom
7362097m,Roman Museum,United Kingdom
73667445m,George Müller Museum,United Kingdom
7370705m,Rotunda,United Kingdom
7370709m,Rotunda Museum,United Kingdom
7373577m,Royal Academy of Music Museum,United Kingdom
7373646m,Royal Albert Memorial Museum & Art Gallery,United Kingdom
7374235m,Royal Green Jackets Museum,United Kingdom
7374508m,Beaney House of Art and Knowledge,United Kingdom
7374745m,Royal Pump Rooms,United Kingdom
7383388m,Ruthin Craft Centre,United Kingdom
7385072m,Ryhope Engines Museum,United Kingdom
7385185m,Rylstone Manor,United Kingdom
7409805m,Sammy Miller Motorcycle Museum,United Kingdom
74136m,Blaenavon Ironworks,United Kingdom
7426474m,Aberdeen Science Centre,United Kingdom
7430285m,Scarborough Fair Collection,United Kingdom
7435656m,Scotland Street School Museum,United Kingdom
7437860m,Scottish Mining Museum,United Kingdom
7457480m,Seven Stories,United Kingdom
7460166m,Shackerstone railway station,United Kingdom
7489914m,Sharmanka Kinetic Gallery,United Kingdom
7492818m,Shefton Museum,United Kingdom
7494489m,Shepherd Wheel,United Kingdom
7512699m,Signal Tower Museum,United Kingdom
7543679m,Smallhythe Place,United Kingdom
7559824m,Somerset Brick and Tile Museum,United Kingdom
7559864m,Somerset Cricket Museum,United Kingdom
7572711m,Spaceport,United Kingdom
7592442m,St Andrews Museum,United Kingdom
7594905m,St Mungo Museum of Religious Life and Art,United Kingdom
7596624m,Stafford Gallery,United Kingdom
7616003m,Stewartry Museum,United Kingdom
7617582m,Stirling Smith Museum and Art Gallery,United Kingdom
7619200m,Stonehaven Tolbooth,United Kingdom
7625372m,Strumpshaw Hall Steam Museum,United Kingdom
7637622m,"Summerlee, Museum of Scottish Industrial Life",United Kingdom
764804m,Kenwood House,United Kingdom
7653706m,Swansea Museum,United Kingdom
7679039m,Talbot Rice Gallery,United Kingdom
76891128m,Newark Town Hall Museum and Art Gallery,United Kingdom
7717677m,The Big Idea,United Kingdom
7723415m,The Clink,United Kingdom
7726714m,The Collection,United Kingdom
7754455m,The Novium,United Kingdom
7758973m,The Queen's Royal Lancers and Nottinghamshire Yeomanry Museum,United Kingdom
7763893m,The Shoe Museum,United Kingdom
7766718m,The Story Museum,United Kingdom
7769509m,Tolbooth Museum,United Kingdom
77780176m,Baird Institute,United Kingdom
77781599m,"John Hastie Museum, 8 Threestanes Road, Strathaven",United Kingdom
7796706m,Thorpe Park,United Kingdom
7799419m,Thursford Collection,United Kingdom
7828737m,Touchstones Rochdale,United Kingdom
7838243m,Trenchard Museum,United Kingdom
7842851m,Trinity House National Lighthouse Museum,United Kingdom
7855954m,Turner Museum of Glass,United Kingdom
7858373m,Twinings Museum,United Kingdom
7860886m,Type Museum,United Kingdom
7861738m,Tyseley Locomotive Works,United Kingdom
7862784m,Tŷ Siamas,United Kingdom
78779425m,Museum of Comedy,United Kingdom
7879958m,Ulster Folk and Transport Museum,United Kingdom
7921032m,Verdant Works,United Kingdom
79272043m,Welsh Industrial and Maritime Museum,United Kingdom
794591m,Hook Norton Brewery,United Kingdom
7963788m,Walsall Leather Museum,United Kingdom
7966632m,Walthamstow Pump House Museum,United Kingdom
7971486m,Washford Radio Museum,United Kingdom
7978380m,Weavers' Triangle,United Kingdom
79806690m,The Open Museum,United Kingdom
7981191m,Wellcome Collection,United Kingdom
7986970m,West Wales Museum of Childhood,United Kingdom
7994187m,Whitby Wizard,United Kingdom
7995059m,"White Mill, Sandwich",United Kingdom
7996783m,Whitrope Siding,United Kingdom
8032425m,Woodbridge Tide Mill,United Kingdom
8032740m,Woodhorn Museum,United Kingdom
8038444m,Writers' Museum,United Kingdom
8052041m,Yelverton Paperweight Centre,United Kingdom
8055440m,York Dungeon,United Kingdom
8055731m,Yorkshire Museum of Farming,United Kingdom
82108m,Sarehole Mill,United Kingdom
83315626m,Scottish Submarine Centre,United Kingdom
85023825m,National Cycle Collection,United Kingdom
85625398m,Chirk Castle Museum,United Kingdom
85625889m,Powys Castle Museum,United Kingdom
85673648m,Aberconwy House Museum,United Kingdom
85673650m,"Aberystwyth University, School of Art Museum & Gallery",United Kingdom
85673654m,Barmouth Sailors' Institute,United Kingdom
85673659m,Bersham Colliery Museum,United Kingdom
85673661m,Bersham Ironworks and Heritage Centre,United Kingdom
85673666m,Blaenavon Community Heritage & Cordell Museum,United Kingdom
85673671m,Borth Station Museum,United Kingdom
85673676m,Brecknock Museum and Art Gallery,United Kingdom
85673677m,Cae Dai Trust Museum,United Kingdom
85673679m,Caernarfon Maritime Museum,United Kingdom
85673681m,Caldicot Castle Museum,United Kingdom
85673684m,Cardiff Castle Museum,United Kingdom
85673691m,Carew Cheriton Control Tower,United Kingdom
85673699m,Carmarthen Town Museum,United Kingdom
85673703m,Corris Railway Museum,United Kingdom
85673705m,Cowbridge & District Museum,United Kingdom
85673709m,Cyfarthfa Castle Museum & Art Gallery,United Kingdom
85673712m,Cynon Valley Museum & Gallery,United Kingdom
85673716m,Dolmynach Victorian House Museum,United Kingdom
85673718m,Ebbw Vale Works Archival Trust,United Kingdom
85673721m,Egypt Centre - Swansea University,United Kingdom
85673727m,Erddig Museum,United Kingdom
85673732m,Glamorgan Wartime Heritage Centre,United Kingdom
85673739m,Haulfre Stables,United Kingdom
85673742m,Howell Harris Museum,United Kingdom
85673746m,Joseph Parry's Cottage Museum,United Kingdom
85673755m,Last Invasion Gallery,United Kingdom
85673764m,Llanerchaeron Museum,United Kingdom
85673768m,Llanidloes Museum,United Kingdom
85673770m,Llanrwst Almshouses and Museum Trust,United Kingdom
85673781m,Llŷn Maritime Museum,United Kingdom
85673783m,Llynnon Mill Museum,United Kingdom
85673790m,Llywernog Silver-Lead Mine Museum,United Kingdom
85673793m,Mold Museum & Gallery,United Kingdom
85673796m,Museum of Welsh Cricket,United Kingdom
85673806m,Penmaenmawr Museum,United Kingdom
85673811m,Porthcawl Museum,United Kingdom
85673813m,Porthmadog Maritime Museum,United Kingdom
85673818m,Quarry Hospital,United Kingdom
85673820m,Rhyl Museum,United Kingdom
85673824m,Risca Industrial History Museum,United Kingdom
85673827m,Ruthin Gaol Museum,United Kingdom
85673829m,Sir Henry Jones Museum,United Kingdom
85673832m,St Winefride's Well Museum,United Kingdom
85673835m,"Swtan Museum, Anglesey",United Kingdom
85673836m,Tata Steel Port Talbot Museum,United Kingdom
85673838m,Tin Shed Museum,United Kingdom
85673840m,"Toll House, Conwy Suspension Bridge",United Kingdom
85673842m,Tredegar House Museum,United Kingdom
85673846m,Tredegar Local History Museum,United Kingdom
85673849m,Tudor Merchant's House Museum,United Kingdom
85673851m,Tŷ Gwyn Bronze Bell Museum,United Kingdom
85673852m,Tŷ Crwn,United Kingdom
85673856m,Tŷ Mawr Wybrnant Museum,United Kingdom
85673859m,University of South Wales Art Collection Museum,United Kingdom
85673861m,"University of Wales, Trinity St David Museum",United Kingdom
85673862m,Usk Rural Life Museum,United Kingdom
85673863m,Barry War Museum,United Kingdom
85673865m,W H Smith Museum,United Kingdom
85673870m,Welsh Museum of Health and Medicine,United Kingdom
85673873m,Welsh Quilt Centre,United Kingdom
85673876m,Winding House,United Kingdom
85673878m,Yr Ysgwrn,United Kingdom
85741612m,Andover Museum and Museum of the Iron Age,United Kingdom
85787990m,National Videogame Museum,United Kingdom
85914307m,Harwich Lifeboat Museum,United Kingdom
85915068m,Home Front Museum,United Kingdom
85941964m,Nazeing Glass Museum,United Kingdom
897169m,Braemar Castle,United Kingdom
94667489m,Royal Scots Dragoon Guards Regimental Museum,United Kingdom
980795m,World Museum,United Kingdom
98092582m,Framework Knitters Museum,United Kingdom
98176133m,The David Parr House,United Kingdom
98203378m,The Museum of Practical Geology,United Kingdom
98971538m,Gliding Heritage Centre,United Kingdom
992960m,Saffron Walden Museum,United Kingdom
99363004m,American Air Museum,United Kingdom
