s,year,m,g,o
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/1,2002,1,0.020300,0.924800
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/2,2002,2,0.033690,0.868910
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/3,2002,3,0.046290,0.848420
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/4,2002,4,0.052560,0.988340
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/5,2002,5,0.078690,0.994260
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2002/6,2002,6,0.044200,0.833050
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/1,2003,1,0.047920,0.735820
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/2,2003,2,0.032870,0.604820
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/3,2003,3,0.092750,0.812780
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/4,2003,4,0.052370,0.679530
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/5,2003,5,0.095330,0.773450
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2003/6,2003,6,0.073530,0.714560
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/1,2004,1,0.129760,0.719350
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/2,2004,2,0.096360,0.609550
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/3,2004,3,0.107590,0.640820
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/4,2004,4,0.090610,0.571280
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/5,2004,5,0.083850,0.599570
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2004/6,2004,6,0.057210,0.612310
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/1,2005,1,0.080090,0.496960
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/2,2005,2,0.083300,0.442100
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/3,2005,3,0.095180,0.488080
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/4,2005,4,0.093410,0.457420
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/5,2005,5,0.099010,0.565670
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2005/6,2005,6,0.086050,0.543610
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/1,2006,1,0.026090,0.270950
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/2,2006,2,0.040780,0.390040
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/3,2006,3,0.057190,0.546480
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/4,2006,4,0.053630,0.519340
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/5,2006,5,0.053470,0.490950
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2006/6,2006,6,0.053510,0.420410
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/1,2007,1,0.038590,0.254220
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/2,2007,2,0.042950,0.299680
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/3,2007,3,0.041570,0.302930
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/4,2007,4,0.038910,0.290610
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/5,2007,5,0.038600,0.327950
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2007/6,2007,6,0.048260,0.318200
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/1,2008,1,0.037600,0.361400
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/2,2008,2,0.033550,0.324410
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/3,2008,3,0.034400,0.331080
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/4,2008,4,0.027540,0.299540
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/5,2008,5,0.027580,0.327860
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2008/6,2008,6,0.030920,0.338310
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/1,2009,1,0.025230,0.248460
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/2,2009,2,0.026640,0.252400
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/3,2009,3,0.023040,0.234910
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/4,2009,4,0.019450,0.221420
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/5,2009,5,0.020370,0.224200
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2009/6,2009,6,0.018180,0.193790
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/1,2010,1,0.012490,0.194090
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/2,2010,2,0.023300,0.184850
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/3,2010,3,0.008900,0.153620
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/4,2010,4,0.012340,0.153380
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/5,2010,5,0.009620,0.160020
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2010/6,2010,6,0.013980,0.183430
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/1,2011,1,0.025250,0.156820
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/2,2011,2,0.025490,0.144380
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/3,2011,3,0.020970,0.139290
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/4,2011,4,0.028080,0.192750
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/5,2011,5,0.027660,0.173400
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2011/6,2011,6,0.020820,0.130720
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/1,2012,1,0.015740,0.094470
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/2,2012,2,0.012080,0.071300
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/3,2012,3,0.008490,0.086260
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/4,2012,4,0.011980,0.059050
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/5,2012,5,0.015300,0.047590
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2012/6,2012,6,0.014930,0.050070
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2013/1,2013,1,0.011940,0.084390
http://sws.ifi.uio.no/data/npd-v2/field/43778/production/2013/2,2013,2,0.010980,0.062930
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/1,2000,1,0.000000,0.110280
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/2,2000,2,0.000000,0.098270
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/3,2000,3,0.000000,0.096290
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/4,2000,4,0.000000,0.103170
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/5,2000,5,0.000000,0.099050
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2000/6,2000,6,0.000000,0.096490
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/1,2001,1,0.000000,0.105710
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/2,2001,2,0.000000,0.109440
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/3,2001,3,0.000000,0.131200
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/4,2001,4,0.000000,0.129130
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/5,2001,5,0.000000,0.076880
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2001/6,2001,6,0.000000,0.095350
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/1,2002,1,0.000000,0.117940
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/2,2002,2,0.000060,0.098280
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/3,2002,3,0.000150,0.111060
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/4,2002,4,0.005820,0.105130
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/5,2002,5,0.006500,0.100490
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2002/6,2002,6,0.012990,0.109210
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/1,2003,1,0.000170,0.091260
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/2,2003,2,0.000130,0.080620
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/3,2003,3,0.000020,0.090080
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/4,2003,4,0.000060,0.080890
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/5,2003,5,0.003420,0.087660
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2003/6,2003,6,0.000470,0.098510
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/1,2004,1,0.007450,0.089860
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/2,2004,2,0.005900,0.080390
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/3,2004,3,0.007500,0.089920
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/4,2004,4,0.004030,0.087240
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/5,2004,5,0.002870,0.098160
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2004/6,2004,6,0.000010,0.087990
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/1,2005,1,0.000000,0.096700
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/2,2005,2,0.000000,0.079330
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/3,2005,3,0.000000,0.084170
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/4,2005,4,0.000000,0.089710
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/5,2005,5,0.000000,0.096110
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2005/6,2005,6,0.000000,0.082340
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/1,2006,1,0.000000,0.097430
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/2,2006,2,0.000000,0.077970
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/3,2006,3,0.000000,0.093830
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/4,2006,4,0.000000,0.097030
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/5,2006,5,0.000000,0.095870
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2006/6,2006,6,0.000000,0.061270
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/1,2007,1,0.000000,0.101600
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/2,2007,2,0.000000,0.083540
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/3,2007,3,0.000000,0.076500
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/4,2007,4,0.000000,0.071270
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/5,2007,5,0.000000,0.069870
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2007/6,2007,6,0.000000,0.018970
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/1,2008,1,0.000020,0.051730
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/2,2008,2,0.000000,0.050070
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/3,2008,3,0.000000,0.048760
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/4,2008,4,0.000000,0.032420
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/5,2008,5,0.000030,0.050760
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2008/6,2008,6,0.000000,0.038990
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/1,2009,1,0.000760,0.046570
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/2,2009,2,0.000100,0.040810
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/3,2009,3,0.000000,0.056110
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/4,2009,4,0.000150,0.053070
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/5,2009,5,0.000000,0.045500
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2009/6,2009,6,0.000420,0.042330
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/1,2010,1,0.000000,0.120160
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/2,2010,2,0.000000,0.109370
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/3,2010,3,0.000000,0.122870
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/4,2010,4,0.000000,0.102190
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/5,2010,5,0.000000,0.095610
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2010/6,2010,6,0.000000,0.013580
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/1,2011,1,0.000000,0.056290
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/2,2011,2,0.000000,0.054340
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/3,2011,3,0.000000,0.069800
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/4,2011,4,0.000000,0.062890
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/5,2011,5,0.000000,0.062700
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2011/6,2011,6,0.000000,0.057600
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/1,2012,1,0.000000,0.042060
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/2,2012,2,0.000000,0.050370
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/3,2012,3,0.000000,0.066550
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/4,2012,4,0.000000,0.061340
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/5,2012,5,0.000000,0.056400
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2012/6,2012,6,0.000000,0.051260
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2013/1,2013,1,0.000000,0.052000
http://sws.ifi.uio.no/data/npd-v2/field/43800/production/2013/2,2013,2,0.000000,0.067240
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/1,2010,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/2,2010,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/3,2010,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/4,2010,4,0.002970,0.029080
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/5,2010,5,0.006920,0.064110
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2010/6,2010,6,0.007200,0.066330
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/1,2011,1,0.011610,0.125060
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/2,2011,2,0.012230,0.126540
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/3,2011,3,0.014750,0.154580
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/4,2011,4,0.015430,0.162510
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/5,2011,5,0.009070,0.093720
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2011/6,2011,6,0.016430,0.166990
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/1,2012,1,0.016790,0.176780
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/2,2012,2,0.013800,0.143390
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/3,2012,3,0.017020,0.178760
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/4,2012,4,0.016430,0.175150
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/5,2012,5,0.016420,0.174250
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2012/6,2012,6,0.014160,0.152260
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2013/1,2013,1,0.014020,0.157780
http://sws.ifi.uio.no/data/npd-v2/field/4380167/production/2013/2,2013,2,0.014020,0.157900
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/1,2000,1,0.000000,0.134340
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/2,2000,2,0.000000,0.078310
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/3,2000,3,0.000000,0.115820
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/4,2000,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/5,2000,5,0.000000,0.123950
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2000/6,2000,6,0.000000,0.124650
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/1,2001,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/2,2001,2,0.000000,0.127780
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/3,2001,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/4,2001,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/5,2001,5,0.000000,0.078730
http://sws.ifi.uio.no/data/npd-v2/field/43807/production/2001/6,2001,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2009/3,2009,3,0.035800,0.010510
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2009/4,2009,4,0.102730,0.029980
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2009/5,2009,5,0.105470,0.030520
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2009/6,2009,6,0.106280,0.030640
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/1,2010,1,0.087600,0.024680
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/2,2010,2,0.078010,0.023160
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/3,2010,3,0.082990,0.024270
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/4,2010,4,0.058200,0.017260
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/5,2010,5,0.082040,0.024070
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2010/6,2010,6,0.075570,0.022290
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/1,2011,1,0.064770,0.017490
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/2,2011,2,0.048780,0.013200
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/3,2011,3,0.052290,0.014010
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/4,2011,4,0.051010,0.020330
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/5,2011,5,0.073260,0.044530
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2011/6,2011,6,0.074750,0.037160
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/1,2012,1,0.063140,0.026910
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/2,2012,2,0.062210,0.026610
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/3,2012,3,0.066050,0.030330
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/4,2012,4,0.040950,0.027560
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/5,2012,5,0.056770,0.028780
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2012/6,2012,6,0.022230,0.011030
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2013/1,2013,1,0.023250,0.012510
http://sws.ifi.uio.no/data/npd-v2/field/4444332/production/2013/2,2013,2,0.023400,0.011950
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/1,2010,1,0.000000,0.002980
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/2,2010,2,0.000000,0.002600
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/3,2010,3,0.000000,0.003020
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/4,2010,4,0.000000,0.001830
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/5,2010,5,0.000000,0.003140
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2010/6,2010,6,0.000000,0.001680
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/1,2011,1,0.000000,-0.000010
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/2,2011,2,0.000000,0.001090
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/3,2011,3,0.000000,0.001000
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/4,2011,4,0.000000,0.002370
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/5,2011,5,0.000000,0.002510
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2011/6,2011,6,0.000000,0.001520
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/1,2012,1,0.000000,0.001650
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/2,2012,2,0.000000,0.000590
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/3,2012,3,0.000000,0.001130
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/4,2012,4,0.000000,-0.000010
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/5,2012,5,0.000000,0.000250
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2012/6,2012,6,0.000000,0.001200
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2013/1,2013,1,0.000000,0.000330
http://sws.ifi.uio.no/data/npd-v2/field/44576/production/2013/2,2013,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/1,2009,1,0.009280,0.002660
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/2,2009,2,0.045960,0.020810
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/3,2009,3,0.061510,0.023020
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/4,2009,4,0.024210,0.013080
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/5,2009,5,0.042320,0.015290
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2009/6,2009,6,0.046280,0.017800
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/1,2010,1,0.102480,0.023720
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/2,2010,2,0.093430,0.027790
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/3,2010,3,0.096420,0.031010
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/4,2010,4,0.111110,0.030330
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/5,2010,5,0.108360,0.029200
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2010/6,2010,6,0.000000,0.004730
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/1,2011,1,0.075240,0.014740
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/2,2011,2,0.058890,0.011450
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/3,2011,3,0.066270,0.010950
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/4,2011,4,0.053870,0.008840
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/5,2011,5,0.045980,0.008840
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2011/6,2011,6,0.030890,0.006340
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/1,2012,1,0.036530,0.006870
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/2,2012,2,0.035810,0.007950
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/3,2012,3,0.033840,0.006010
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/4,2012,4,0.038150,0.007020
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/5,2012,5,0.030490,0.006820
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2012/6,2012,6,0.019480,0.002590
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2013/1,2013,1,0.014890,0.005150
http://sws.ifi.uio.no/data/npd-v2/field/4467554/production/2013/2,2013,2,0.007670,0.004110
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/1,2011,1,0.131360,0.180180
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/2,2011,2,0.146550,0.216520
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/3,2011,3,0.173740,0.246480
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/4,2011,4,0.169810,0.224060
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/5,2011,5,0.186100,0.231390
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2011/6,2011,6,0.185780,0.201020
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/1,2012,1,0.295800,0.334880
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/2,2012,2,0.256820,0.298530
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/3,2012,3,0.296030,0.315450
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/4,2012,4,0.292520,0.290460
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/5,2012,5,0.304110,0.278380
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2012/6,2012,6,0.287320,0.236270
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2013/1,2013,1,0.312340,0.190170
http://sws.ifi.uio.no/data/npd-v2/field/4467574/production/2013/2,2013,2,0.295050,0.167720
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/1,2011,1,0.046050,0.038940
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/2,2011,2,0.068860,0.064490
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/3,2011,3,0.089760,0.076610
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/4,2011,4,0.076920,0.064380
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/5,2011,5,0.064260,0.055990
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2011/6,2011,6,0.070080,0.067120
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/1,2012,1,0.079490,0.067980
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/2,2012,2,0.082590,0.072220
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/3,2012,3,0.074680,0.066480
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/4,2012,4,0.074650,0.065630
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/5,2012,5,0.079500,0.067470
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2012/6,2012,6,0.073460,0.062630
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2013/1,2013,1,0.131940,0.098020
http://sws.ifi.uio.no/data/npd-v2/field/4467595/production/2013/2,2013,2,0.120720,0.088250
http://sws.ifi.uio.no/data/npd-v2/field/46437/production/2000/1,2000,1,2.755740,1.429270
http://sws.ifi.uio.no/data/npd-v2/field/46437/production/2000/2,2000,2,2.559490,1.393990
http://sws.ifi.uio.no/data/npd-v2/field/46437/production/2000/3,2000,3,2.776230,1.433630
http://sws.ifi.uio.no/data/npd-v2/field/46437/production/2000/4,2000,4,1.979900,1.488990
http://sws.ifi.uio.no/data/npd-v2/field/46437/production/2000/5,2000,5,1.628370,1.519760
